seqnames	start	end
chr2	38750418	38751931
chr2	38757822	38758028
chr2	38777878	38778700
chr2	38784610	38784733
chr2	38839261	38839393
chr2	38875296	38876212
chr2	38933015	38933134
chr2	38960364	38960740
chr2	38976387	38976576
chr2	39063927	39064129
chr2	39069249	39069397
chr2	39099816	39100885
chr2	39107427	39107552
chr2	39108698	39108821
chr2	39120273	39121464
chr2	39124090	39124908
chr2	39128185	39128384
chr2	39128729	39129575
chr2	39136880	39137230
chr2	39216412	39217533
chr2	39228027	39229002
chr2	39229802	39230156
chr2	39243923	39244153
chr2	39244809	39245574
chr2	39260128	39260319
chr2	39292549	39292666
chr2	39368620	39368810
chr2	39377379	39377892
chr2	39379657	39379937
chr2	39431947	39432196
chr2	39436930	39438295
chr2	39439847	39440054
chr2	39492117	39492453
chr2	39507407	39507718
chr2	39513473	39513905
chr2	39706606	39706769
chr2	39735346	39735496
chr2	39778749	39779592
chr2	39947190	39947405
chr2	40129639	40129809
chr2	40300937	40301078
chr2	40433614	40433752
chr2	40806513	40806647
chr2	41027352	41027489
chr2	41041760	41041892
chr2	41050656	41050961
chr2	41222976	41223108
chr2	41236819	41236944
chr2	41434432	41434614
chr2	41442510	41442843
chr2	41572458	41572700
chr2	41648436	41648584
chr2	41691998	41692117
chr2	41719512	41719656
chr2	41729837	41730026
chr2	41840660	41841609
chr2	41869866	41870060
chr2	41896431	41896850
chr2	42009850	42010173
chr2	42086415	42086843
chr2	42089479	42089590
chr2	42090898	42091131
chr2	42096008	42096475
chr2	42101920	42102682
chr2	42105459	42106438
chr2	42114423	42114652
chr2	42117841	42118657
chr2	42123625	42124524
chr2	42127423	42128375
chr2	42132822	42133715
chr2	42141734	42142733
chr2	42168865	42170426
chr2	42171293	42172148
chr2	42192725	42193846
chr2	42196572	42196995
chr2	42220829	42221049
chr2	42238810	42239112
chr2	42241215	42241489
chr2	42251004	42251137
chr2	42252574	42252715
chr2	42267588	42267722
chr2	42274833	42275028
chr2	42276414	42276536
chr2	42296618	42296861
chr2	42297145	42297767
chr2	42314475	42314603
chr2	42317605	42317897
chr2	42328376	42328587
chr2	42360791	42362253
chr2	42386700	42386865
chr2	42420755	42421248
chr2	42464440	42464618
chr2	42481148	42481351
chr2	42493254	42493416
chr2	42493566	42495225
chr2	42503146	42503362
chr2	42566081	42566300
chr2	42568716	42569266
chr2	42575532	42575865
chr2	42619120	42619362
chr2	42649346	42649859
chr2	42652168	42652409
chr2	42654703	42655366
chr2	42663090	42663976
chr2	42686724	42686879
chr2	42792518	42793220
chr2	42809819	42811299
chr2	42827731	42827943
chr2	42828812	42829207
chr2	43051422	43051608
chr2	43059259	43059876
chr2	43127304	43127455
chr2	43131087	43131817
chr2	43134077	43134674
chr2	43136785	43137434
chr2	43139924	43140192
chr2	43142870	43143229
chr2	43149419	43149689
chr2	43158479	43159500
chr2	43168747	43169322
chr2	43170098	43170530
chr2	43174139	43175035
chr2	43175995	43176130
chr2	43184291	43185320
chr2	43194608	43195402
chr2	43210787	43210990
chr2	43218570	43220620
chr2	43226339	43227830
chr2	43229254	43229834
chr2	43293918	43294490
chr2	43300966	43301190
chr2	43313952	43314123
chr2	43426302	43426955
chr2	43460922	43461095
chr2	43493101	43493236
chr2	43504592	43504718
chr2	43508187	43508619
chr2	43542472	43542755
chr2	43559557	43559934
chr2	43586907	43587122
chr2	43595424	43596971
chr2	43609764	43609963
chr2	43612257	43612449
chr2	43612562	43612758
chr2	43628899	43629125
chr2	43636732	43637807
chr2	43773927	43774476
chr2	43867587	43867711
chr2	43878012	43878133
chr2	43903988	43904145
chr2	43995596	43996575
chr2	44005308	44005677
chr2	44044291	44044624
chr2	44087264	44087704
chr2	44120139	44120869
chr2	44146382	44146527
chr2	44167814	44169787
chr2	44184041	44184608
chr2	44216854	44217054
chr2	44236718	44237675
chr2	44244186	44244804
chr2	44245685	44245876
chr2	44267669	44267830
chr2	44330939	44331243
chr2	44354626	44354800
chr2	44361162	44362935
chr2	44479165	44480023
chr2	44578502	44578638
chr2	44578719	44578987
chr2	44579203	44579345
chr2	44616047	44616173
chr2	44616318	44617151
chr2	44711064	44711201
chr2	44760798	44761020
chr2	44825356	44825490
chr2	44912334	44912486
chr2	44922926	44923060
chr2	44941625	44941747
chr2	44955623	44955988
chr2	45251657	45251886
chr2	45289197	45289361
chr2	45355426	45355585
chr2	45419812	45420194
chr2	45497458	45497621
chr2	45567553	45568603
chr2	45578598	45578816
chr2	45585280	45585434
chr2	45588081	45588540
chr2	45610441	45611561
chr2	45643441	45644237
chr2	45649947	45652309
chr2	45679648	45679764
chr2	45749334	45749463
chr2	45778383	45778830
chr2	45785681	45785867
chr2	45789214	45789366
chr2	45806868	45807067
chr2	45834448	45834583
chr2	45860271	45860387
chr2	45860513	45861065
chr2	45889047	45889435
chr2	45890967	45891211
chr2	45993230	45993663
chr2	45993723	45993849
chr2	46179032	46179411
chr2	46187358	46187505
chr2	46226725	46226843
chr2	46229582	46230221
chr2	46239338	46240278
chr2	46296920	46297916
chr2	46298593	46299086
chr2	46304625	46304915
chr2	46311646	46311793
chr2	46351284	46352295
chr2	46410374	46410554
chr2	46439648	46439820
chr2	46441281	46441403
chr2	46464573	46464717
chr2	46499871	46500548
chr2	46534922	46535074
chr2	46535350	46535667
chr2	46541707	46543194
chr2	46555185	46555329
chr2	46616112	46617607
chr2	46634839	46635399
chr2	46698481	46699640
chr2	46705229	46705351
chr2	46731303	46731497
chr2	46915333	46916557
chr2	46917754	46917864
chr2	46940949	46942770
chr2	46943711	46944304
chr2	46964747	46964985
chr2	46985076	46985758
chr2	46986998	46987413
chr2	47069443	47069562
chr2	47175389	47177324
chr2	47272501	47272761
chr2	47323103	47323353
chr2	47369233	47369355
chr2	47388276	47388540
chr2	47402699	47403721
chr2	47520909	47521702
chr2	47674191	47674534
chr2	47768033	47768237
chr2	47782571	47783805
chr2	47784063	47784188
chr2	47789877	47790076
chr2	47790777	47790983
chr2	47803226	47803455
chr2	47842881	47843181
chr2	47847174	47847316
chr2	47857624	47858403
chr2	47870086	47870326
chr2	47870976	47871166
chr2	47878416	47878633
chr2	47888497	47889174
chr2	47895684	47895909
chr2	47898402	47898662
chr2	47906014	47907688
chr2	47944929	47945147
chr2	47964317	47964513
chr2	47965092	47965213
chr2	48106451	48106996
chr2	48111279	48111945
chr2	48113888	48114935
chr2	48122338	48122458
chr2	48144631	48144749
chr2	48220101	48220228
chr2	48221806	48221919
chr2	48263716	48263905
chr2	48313280	48316116
chr2	48326543	48326694
chr2	48328382	48328666
chr2	48343622	48344674
chr2	48351953	48352129
chr2	48356710	48357420
chr2	48395525	48395673
chr2	48395686	48396086
chr2	48407061	48407187
chr2	48415585	48416115
chr2	48420460	48421033
chr2	48440146	48441387
chr2	48448159	48449433
chr2	48511459	48511616
chr2	48529945	48530601
chr2	48735649	48735759
chr2	48897431	48897681
chr2	48946594	48947035
chr2	48955964	48956155
chr2	49298094	49298222
chr2	49318430	49318556
chr2	49522412	49522560
chr2	49694292	49694405
chr2	49708162	49708311
chr2	49828357	49828572
chr2	49940879	49941099
chr2	49973947	49974471
chr2	50089351	50089491
chr2	50144323	50144510
chr2	50184862	50185135
chr2	50492305	50492669
chr2	50506755	50506892
chr2	50953046	50953165
chr2	51076022	51076156
chr2	51386586	51386708
chr2	51451516	51451653
chr2	51581883	51582154
chr2	51592747	51592891
chr2	51605722	51605963
chr2	52017815	52018105
chr2	52058695	52058898
chr2	52470653	52470843
chr2	53751706	53751994
chr2	53767370	53768384
chr2	53786369	53787916
chr2	53820853	53821073
chr2	53822167	53822300
chr2	53861627	53861745
chr2	53890087	53890209
chr2	53928047	53928240
chr2	53969292	53971579
chr2	53994562	53995334
chr2	54000989	54001176
chr2	54012599	54012973
chr2	54014032	54014463
chr2	54041279	54041614
chr2	54048363	54048652
chr2	54052964	54053576
chr2	54053744	54054031
chr2	54061683	54061835
chr2	54092538	54093296
chr2	54103810	54104086
chr2	54107084	54107196
chr2	54115170	54116168
chr2	54179387	54179517
chr2	54293264	54293434
chr2	54330251	54331084
chr2	54422158	54422340
chr2	54440731	54440872
chr2	54457518	54457850
chr2	54463228	54463427
chr2	54522776	54522953
chr2	54557774	54559331
chr2	54559667	54559823
chr2	54560472	54560598
chr2	54571057	54571182
chr2	54572174	54573285
chr2	54574271	54575784
chr2	54579786	54580593
chr2	54582251	54582376
chr2	54585917	54586188
chr2	54589383	54589877
chr2	54591163	54591376
chr2	54591543	54591839
chr2	54596436	54596858
chr2	54597199	54597395
chr2	54603961	54604097
chr2	54605092	54605289
chr2	54606103	54606876
chr2	54634632	54635063
chr2	54642299	54642456
chr2	54676719	54676853
chr2	54708669	54709714
chr2	54723132	54724121
chr2	54767891	54768136
chr2	54828562	54828762
chr2	54838333	54838938
chr2	54847362	54847492
chr2	54866977	54867132
chr2	54867376	54867628
chr2	54897605	54898114
chr2	54903989	54904498
chr2	54942484	54942779
chr2	54966437	54966672
chr2	54997743	54997935
chr2	55009702	55010492
chr2	55015113	55015238
chr2	55026319	55026481
chr2	55029120	55029309
chr2	55033265	55033636
chr2	55049285	55051256
chr2	55054237	55054728
chr2	55133460	55134535
chr2	55156866	55157015
chr2	55168360	55168787
chr2	55175669	55176138
chr2	55197234	55197355
chr2	55223366	55224046
chr2	55231923	55233477
chr2	55268859	55269953
chr2	55281773	55282908
chr2	55311476	55311765
chr2	55415631	55415767
chr2	55419344	55420576
chr2	55431789	55432258
chr2	55519021	55520526
chr2	55530533	55531030
chr2	55565749	55565923
chr2	55575407	55575549
chr2	55585818	55585939
chr2	55590811	55591356
chr2	55616538	55618908
chr2	55643082	55643315
chr2	55693317	55694097
chr2	55994595	55994731
chr2	56024053	56024166
chr2	56183822	56184070
chr2	56184278	56184481
chr2	56328205	56328340
chr2	56516149	56516270
chr2	56750410	56750582
chr2	56752083	56752275
chr2	56838540	56838740
chr2	56886341	56886507
chr2	56982928	56983055
chr2	57035873	57036011
chr2	57174564	57174797
chr2	57176855	57177003
chr2	57187297	57187552
chr2	57201691	57201878
chr2	57217737	57217984
chr2	57218005	57218357
chr2	57218584	57218730
chr2	57254461	57254639
chr2	57270355	57270742
chr2	57714288	57714508
chr2	57720844	57721218
chr2	57759964	57760228
chr2	57840341	57840500
chr2	57879225	57879354
chr2	57906785	57906990
chr2	57908015	57908188
chr2	58023481	58024112
chr2	58026161	58026280
chr2	58042638	58042887
chr2	58046347	58047481
chr2	58063844	58064433
chr2	58155459	58155612
chr2	58240631	58241630
chr2	58258614	58258764
chr2	58275615	58275746
chr2	58951551	58951670
chr2	59000752	59000881
chr2	59105287	59105504
chr2	59451924	59452120
chr2	59885626	59885776
chr2	59887859	59888547
chr2	59975071	59975248
chr2	60527787	60527917
chr2	60550306	60550845
chr2	60555096	60555651
chr2	60581875	60582039
chr2	60674544	60675019
chr2	60707835	60707960
chr2	60711073	60711256
chr2	60755764	60757050
chr2	60794081	60794204
chr2	60794270	60794393
chr2	60805521	60805852
chr2	60806891	60807720
chr2	60818411	60818702
chr2	60819103	60820034
chr2	60849992	60850160
chr2	60867976	60868121
chr2	60872580	60873010
chr2	60880819	60882283
chr2	60882839	60882995
chr2	60891122	60891488
chr2	60899442	60900071
chr2	60902803	60902958
chr2	60904922	60905058
chr2	60906039	60906203
chr2	60919104	60919267
chr2	60937033	60937372
chr2	60937425	60937548
chr2	60965230	60965480
chr2	60966456	60966885
chr2	60973541	60973853
chr2	60993019	60993262
chr2	60998814	60999369
chr2	61016765	61018319
chr2	61065361	61066476
chr2	61144751	61145481
chr2	61176613	61178318
chr2	61274824	61275011
chr2	61288153	61288271
chr2	61327073	61327805
chr2	61363350	61363482
chr2	61407344	61407478
chr2	61425352	61425488
chr2	61425622	61426969
chr2	61434009	61434190
chr2	61439422	61439668
chr2	61470176	61472182
chr2	61493615	61494219
chr2	61525090	61525593
chr2	61525802	61525985
chr2	61536220	61537261
chr2	61538086	61539424
chr2	61575601	61575724
chr2	61659364	61659527
chr2	61663338	61663453
chr2	61670754	61671348
chr2	61694188	61695127
chr2	61741410	61741573
chr2	61763771	61764799
chr2	61793371	61793951
chr2	61809934	61810267
chr2	61819384	61819606
chr2	61842707	61842886
chr2	61853713	61855159
chr2	61887814	61888954
chr2	61900230	61900400
chr2	61905366	61906268
chr2	61916077	61916233
chr2	61929858	61930005
chr2	61993257	61993550
chr2	62039340	62039547
chr2	62177394	62177521
chr2	62195560	62196714
chr2	62197331	62197789
chr2	62199881	62200830
chr2	62255259	62255517
chr2	62305382	62305504
chr2	62305587	62306211
chr2	62313974	62314088
chr2	62318482	62318610
chr2	62412151	62412278
chr2	62424618	62424946
chr2	62456751	62457176
chr2	62505990	62506343
chr2	62569692	62569836
chr2	62595397	62595630
chr2	62705107	62706017
chr2	62813337	62813549
chr2	62855271	62855498
chr2	62855850	62856012
chr2	63058860	63059330
chr2	63270908	63271062
chr2	63446265	63446410
chr2	63588096	63589232
chr2	63657904	63658030
chr2	63680468	63680619
chr2	63692144	63692311
chr2	63699026	63699439
chr2	63699652	63699862
chr2	63792671	63792905
chr2	63840271	63842464
chr2	63850399	63851097
chr2	63855985	63856779
chr2	63861319	63861642
chr2	63862928	63863072
chr2	63866124	63866251
chr2	63888579	63889060
chr2	63977934	63978371
chr2	64001890	64002001
chr2	64013031	64013156
chr2	64018883	64019886
chr2	64020284	64020781
chr2	64025891	64026127
chr2	64035196	64035447
chr2	64035540	64036856
chr2	64039820	64040013
chr2	64049410	64050183
chr2	64064482	64065230
chr2	64101060	64101915
chr2	64101963	64102180
chr2	64105062	64105180
chr2	64113911	64114874
chr2	64120683	64120829
chr2	64129215	64129338
chr2	64133519	64135669
chr2	64142465	64144834
chr2	64200106	64200409
chr2	64203231	64203474
chr2	64203624	64204956
chr2	64207430	64207844
chr2	64212417	64212624
chr2	64212807	64213445
chr2	64213764	64213967
chr2	64214015	64215123
chr2	64223021	64223554
chr2	64225622	64225811
chr2	64228149	64229100
chr2	64260898	64261151
chr2	64262924	64263071
chr2	64283570	64284038
chr2	64325528	64326713
chr2	64327335	64328173
chr2	64330971	64331088
chr2	64339011	64339154
chr2	64351163	64351305
chr2	64360052	64360275
chr2	64403354	64403509
chr2	64454016	64454882
chr2	64488128	64488422
chr2	64510074	64510391
chr2	64514859	64514975
chr2	64522919	64523253
chr2	64523702	64525517
chr2	64547991	64548154
chr2	64562063	64562690
chr2	64566295	64566506
chr2	64591226	64591416
chr2	64606722	64607348
chr2	64609150	64609753
chr2	64618563	64618685
chr2	64636784	64637396
chr2	64643360	64643499
chr2	64644284	64645260
chr2	64646464	64646724
chr2	64646749	64646961
chr2	64652935	64654413
chr2	64655380	64655815
chr2	64659304	64659452
chr2	64666848	64667953
chr2	64675940	64676204
chr2	64698722	64699375
chr2	64726980	64727730
chr2	64730175	64731255
chr2	64737713	64738051
chr2	64750669	64752030
chr2	64766819	64768548
chr2	64795008	64795161
chr2	64807557	64807694
chr2	64819688	64820365
chr2	64831289	64832108
chr2	64840023	64840459
chr2	64859542	64859834
chr2	64865273	64865962
chr2	64873572	64874074
chr2	64917731	64918235
chr2	64946137	64946652
chr2	64979002	64979152
chr2	64988367	64989934
chr2	65030862	65031029
chr2	65031266	65032353
chr2	65040602	65040909
chr2	65055865	65057775
chr2	65064699	65065472
chr2	65076280	65076389
chr2	65086073	65086319
chr2	65087758	65087924
chr2	65129332	65129769
chr2	65129967	65130711
chr2	65142700	65142944
chr2	65148138	65148275
chr2	65153904	65154069
chr2	65187188	65187598
chr2	65199195	65199339
chr2	65215345	65215481
chr2	65227138	65228618
chr2	65232552	65232937
chr2	65265219	65265709
chr2	65300854	65301820
chr2	65301937	65302219
chr2	65320037	65320407
chr2	65366733	65366855
chr2	65382433	65383361
chr2	65430505	65431605
chr2	65471014	65471149
chr2	65526976	65527096
chr2	65573142	65573365
chr2	65657995	65658123
chr2	66127896	66128046
chr2	66433135	66433262
chr2	66438112	66438245
chr2	66848984	66849108
chr2	67074465	67074663
chr2	67231331	67231536
chr2	67397019	67398166
chr2	67560814	67560943
chr2	67646582	67646744
chr2	67692133	67692265
chr2	67933921	67934055
chr2	67947847	67947965
chr2	67997225	67997349
chr2	68000521	68000694
chr2	68053101	68053263
chr2	68062411	68063306
chr2	68089929	68090172
chr2	68152827	68153041
chr2	68157212	68158429
chr2	68190909	68191666
chr2	68196259	68196527
chr2	68196757	68196988
chr2	68203557	68204209
chr2	68206207	68206414
chr2	68225053	68225846
chr2	68236303	68236737
chr2	68236915	68237036
chr2	68237989	68238128
chr2	68239160	68239510
chr2	68250754	68253609
chr2	68282801	68283240
chr2	68294975	68295118
chr2	68313131	68313430
chr2	68351561	68351686
chr2	68362065	68362442
chr2	68387516	68387984
chr2	68423995	68424181
chr2	68427153	68427504
chr2	68441338	68441999
chr2	68448223	68448752
chr2	68448955	68449083
chr2	68453721	68454126
chr2	68466156	68467985
chr2	68488054	68488168
chr2	68506358	68506652
chr2	68592769	68592932
chr2	68643709	68643883
chr2	68653149	68653293
chr2	68653484	68653986
chr2	68669749	68670013
chr2	68690270	68690411
chr2	68709406	68710022
chr2	68716657	68717611
chr2	68721437	68721928
chr2	68726776	68727535
chr2	68734320	68735483
chr2	68737684	68738142
chr2	68739542	68740143
chr2	68740676	68741732
chr2	68751479	68752367
chr2	68762635	68763233
chr2	68766188	68768039
chr2	68770067	68770548
chr2	68774627	68774916
chr2	68779819	68779942
chr2	68796393	68796546
chr2	68818561	68818900
chr2	68829003	68829993
chr2	68831812	68832598
chr2	68837213	68837595
chr2	68907852	68909243
chr2	68943585	68944030
chr2	69026167	69026400
chr2	69083971	69084195
chr2	69114396	69114858
chr2	69306955	69307530
chr2	69320876	69321018
chr2	69354865	69355016
chr2	69360717	69360862
chr2	69375683	69375989
chr2	69386527	69387613
chr2	69436662	69437927
chr2	69477700	69477973
chr2	69490605	69490750
chr2	69498719	69498847
chr2	69499429	69499547
chr2	69500020	69500465
chr2	69507977	69508314
chr2	69513883	69513992
chr2	69559781	69560367
chr2	69565059	69565858
chr2	69567323	69567738
chr2	69571340	69571500
chr2	69582605	69583131
chr2	69583576	69583769
chr2	69590113	69590274
chr2	69600574	69601421
chr2	69603292	69603692
chr2	69616588	69617006
chr2	69619914	69620034
chr2	69625078	69625639
chr2	69628344	69629087
chr2	69643200	69646164
chr2	69648261	69648793
chr2	69650327	69650701
chr2	69675369	69675854
chr2	69683659	69683966
chr2	69685794	69685955
chr2	69693578	69694439
chr2	69695510	69696059
chr2	69714625	69714954
chr2	69724330	69725065
chr2	69725561	69725697
chr2	69741352	69742659
chr2	69774722	69775501
chr2	69796359	69796674
chr2	69798697	69798847
chr2	69817028	69817395
chr2	69829120	69830697
chr2	69888454	69888656
chr2	69893865	69894394
chr2	69914178	69915226
chr2	69946484	69947189
chr2	69968904	69969112
chr2	70068921	70069715
chr2	70070909	70071126
chr2	70084847	70085735
chr2	70086239	70087471
chr2	70094856	70095603
chr2	70103478	70104238
chr2	70108518	70109354
chr2	70123930	70125478
chr2	70131928	70132096
chr2	70132259	70133063
chr2	70133608	70133950
chr2	70134094	70134244
chr2	70135846	70136461
chr2	70137620	70137818
chr2	70141216	70143672
chr2	70161055	70161313
chr2	70189994	70191343
chr2	70248071	70249125
chr2	70257330	70258879
chr2	70269592	70269776
chr2	70293090	70294250
chr2	70301166	70302195
chr2	70303998	70304208
chr2	70309418	70309625
chr2	70341154	70341417
chr2	70439548	70439681
chr2	70440465	70441307
chr2	70475396	70475526
chr2	70523739	70523871
chr2	70523901	70524595
chr2	70524691	70524820
chr2	70552755	70554585
chr2	70617630	70617829
chr2	70639778	70640213
chr2	70656084	70656433
chr2	70656703	70657212
chr2	70664584	70664776
chr2	70767413	70768301
chr2	70785450	70785617
chr2	70789695	70790266
chr2	70809022	70809182
chr2	70838305	70838486
chr2	70851712	70852073
chr2	70871433	70872021
chr2	70919812	70920076
chr2	70947956	70948888
chr2	70964915	70965360
chr2	70976940	70977937
chr2	70984808	70985203
chr2	70994397	70995687
chr2	71000945	71001502
chr2	71007001	71007148
chr2	71023590	71024069
chr2	71041138	71041379
chr2	71043535	71043701
chr2	71049568	71049980
chr2	71052096	71052282
chr2	71054044	71054184
chr2	71067971	71068985
chr2	71071755	71072311
chr2	71129771	71131080
chr2	71144533	71144644
chr2	71145891	71146093
chr2	71166266	71166500
chr2	71226553	71227602
chr2	71276217	71277154
chr2	71313109	71313307
chr2	71331409	71332395
chr2	71347723	71347878
chr2	71347963	71348150
chr2	71357505	71357635
chr2	71359507	71359651
chr2	71416897	71417036
chr2	71417359	71417973
chr2	71545814	71545943
chr2	71827238	71827361
chr2	72150031	72150502
chr2	72413111	72413259
chr2	72638956	72639210
chr2	72753710	72753892
chr2	72772154	72772323
chr2	72825425	72826149
chr2	72833258	72834019
chr2	72862443	72862982
chr2	72887178	72888031
chr2	72917404	72917879
chr2	73021802	73021964
chr2	73070672	73071866
chr2	73085695	73086050
chr2	73112283	73113679
chr2	73138625	73138909
chr2	73163657	73164200
chr2	73175500	73175628
chr2	73175703	73176522
chr2	73176792	73177878
chr2	73187472	73187591
chr2	73202846	73202997
chr2	73212600	73212754
chr2	73213843	73214640
chr2	73232897	73234982
chr2	73269152	73269926
chr2	73284029	73285194
chr2	73293180	73293993
chr2	73308285	73308452
chr2	73308931	73309054
chr2	73363818	73363972
chr2	73385330	73386632
chr2	73601619	73601747
chr2	73736954	73737779
chr2	73754053	73754261
chr2	73779539	73780514
chr2	73814936	73815196
chr2	73821406	73821543
chr2	73828702	73829706
chr2	73830771	73831558
chr2	73859818	73859965
chr2	73864181	73864303
chr2	73866674	73866838
chr2	73886429	73886619
chr2	73896685	73896972
chr2	73897070	73897320
chr2	73907896	73908572
chr2	73926503	73927330
chr2	73931977	73933011
chr2	73938969	73939860
chr2	73946324	73946472
chr2	73948591	73948944
chr2	73963646	73964186
chr2	73970493	73971562
chr2	73978990	73979646
chr2	73984454	73986227
chr2	73986452	73986705
chr2	73987390	73987731
chr2	73993844	73994091
chr2	73998359	73998770
chr2	74002097	74002789
chr2	74026053	74026586
chr2	74026752	74026913
chr2	74032283	74033110
chr2	74053246	74053831
chr2	74059648	74059766
chr2	74120010	74120770
chr2	74130593	74130830
chr2	74131563	74131705
chr2	74147542	74148240
chr2	74178237	74179307
chr2	74191642	74191779
chr2	74198241	74199607
chr2	74205763	74206643
chr2	74239548	74239675
chr2	74267163	74267705
chr2	74290516	74291367
chr2	74334986	74335251
chr2	74380150	74380411
chr2	74391185	74392270
chr2	74415023	74415255
chr2	74421301	74422352
chr2	74441788	74442085
chr2	74454771	74455291
chr2	74457430	74458524
chr2	74464963	74465668
chr2	74472203	74473081
chr2	74482289	74483575
chr2	74498544	74498663
chr2	74499152	74499398
chr2	74507170	74508163
chr2	74515832	74515962
chr2	74516260	74516511
chr2	74529063	74530878
chr2	74554246	74555198
chr2	74573991	74574162
chr2	74585505	74585666
chr2	74585679	74585802
chr2	74587738	74587906
chr2	74613791	74614052
chr2	74618684	74618837
chr2	74653799	74654709
chr2	74668175	74668343
chr2	74715132	74715825
chr2	74778325	74778559
chr2	74780867	74781032
chr2	74821381	74821589
chr2	74833725	74835587
chr2	74836597	74836706
chr2	74840386	74840615
chr2	74844034	74844253
chr2	74849229	74850122
chr2	74876298	74876511
chr2	74919960	74920220
chr2	74958360	74959427
chr2	75053460	75053623
chr2	75064930	75065134
chr2	75095818	75096010
chr2	75199690	75199814
chr2	75404077	75404301
chr2	75416551	75417191
chr2	75608790	75609378
chr2	75609643	75609828
chr2	75631683	75631887
chr2	75640278	75640945
chr2	75646499	75647643
chr2	75677294	75677741
chr2	75710015	75711422
chr2	75800328	75800540
chr2	75950170	75950300
chr2	76357030	76357267
chr2	76455223	76455352
chr2	76629776	76630064
chr2	76755944	76756115
chr2	76940477	76940730
chr2	77141716	77141862
chr2	77203311	77203506
chr2	77271359	77271495
chr2	77767938	77768211
chr2	77893202	77893384
chr2	78103870	78104025
chr2	78265407	78265629
chr2	78408390	78408501
chr2	78427870	78427992
chr2	78648045	78648200
chr2	78780611	78780736
chr2	78816316	78816462
chr2	79044570	79044710
chr2	79222965	79223097
chr2	79621430	79621538
chr2	79696107	79696257
chr2	80266584	80266761
chr2	80469753	80469973
chr2	80748778	80748969
chr2	80774223	80774343
chr2	80887189	80887342
chr2	80967878	80968128
chr2	81712971	81713102
chr2	81876772	81876955
chr2	82025422	82025537
chr2	82044229	82044412
chr2	82056344	82056552
chr2	82113039	82113222
chr2	82260203	82260401
chr2	82356342	82356576
chr2	82408723	82408869
chr2	82508081	82508234
chr2	82774523	82774704
chr2	82897189	82897349
chr2	83065836	83066014
chr2	83697720	83697854
chr2	83934122	83934366
chr2	83942672	83942963
chr2	84052628	84052763
chr2	84233474	84233735
chr2	84314921	84315267
chr2	84375401	84375585
chr2	84389473	84389581
chr2	84414454	84414572
chr2	84458685	84459784
chr2	84470054	84470314
chr2	84481663	84482132
chr2	84495659	84496118
chr2	84498003	84498612
chr2	84516048	84516843
chr2	84526664	84528173
chr2	84539873	84540084
chr2	84631180	84631534
chr2	84676469	84676594
chr2	84677693	84677824
chr2	84686942	84687249
chr2	84693945	84694576
chr2	84719519	84719639
chr2	84741310	84741720
chr2	84747243	84747367
chr2	84778692	84779520
chr2	84782034	84783474
chr2	84817298	84817556
chr2	84833018	84833902
chr2	84839958	84840716
chr2	84841702	84841841
chr2	84845941	84846796
chr2	84849513	84849967
chr2	84855531	84856125
chr2	84857020	84857189
chr2	84861707	84861869
chr2	84864622	84865796
chr2	84873477	84873641
chr2	84874892	84875209
chr2	84879524	84879739
chr2	84880239	84882408
chr2	84888508	84889498
chr2	84894418	84895334
chr2	84897898	84898843
chr2	84905148	84906223
chr2	84906979	84907505
chr2	84908626	84909197
chr2	84919320	84920377
chr2	84924802	84925162
chr2	84925260	84927262
chr2	84938103	84938856
chr2	84939153	84939978
chr2	84946173	84946863
chr2	84969670	84970148
chr2	84970327	84970454
chr2	84970581	84972381
chr2	84999441	84999923
chr2	85001350	85001958
chr2	85003648	85004242
chr2	85014690	85014999
chr2	85058318	85058426
chr2	85085686	85085911
chr2	85229396	85229687
chr2	85285414	85285789
chr2	85291012	85291664
chr2	85298710	85299162
chr2	85300380	85300571
chr2	85309564	85310193
chr2	85318429	85319022
chr2	85326530	85328496
chr2	85353980	85355168
chr2	85391380	85391495
chr2	85405539	85405980
chr2	85408600	85409088
chr2	85418298	85418997
chr2	85420719	85421017
chr2	85437591	85438593
chr2	85537907	85540141
chr2	85546867	85547148
chr2	85551948	85552314
chr2	85561084	85561874
chr2	85577456	85578835
chr2	85578866	85579016
chr2	85583741	85585205
chr2	85595182	85596082
chr2	85602433	85603458
chr2	85611626	85612336
chr2	85615948	85616588
chr2	85637421	85638073
chr2	85679159	85679428
chr2	85702289	85702421
chr2	85705101	85705223
chr2	85707250	85707655
chr2	85728950	85729263
chr2	85814177	85814618
chr2	85827505	85827807
chr2	85851569	85851812
chr2	85852951	85854291
chr2	85865623	85865890
chr2	85878797	85878945
chr2	85886641	85886809
chr2	85887385	85889592
chr2	85900181	85900460
chr2	85993978	85994274
chr2	85998345	85998458
chr2	85999046	85999694
chr2	86035852	86036374
chr2	86037482	86037629
chr2	86037852	86039075
chr2	86041031	86041145
chr2	86068094	86068542
chr2	86078906	86079025
chr2	86079954	86080751
chr2	86105382	86106750
chr2	86140131	86140317
chr2	86184941	86186283
chr2	86194773	86195911
chr2	86199356	86199728
chr2	86225654	86225891
chr2	86238465	86238688
chr2	86319983	86320145
chr2	86337603	86338101
chr2	86368596	86368758
chr2	86384392	86384515
chr2	86393810	86394241
chr2	86440669	86442912
chr2	86468011	86468145
chr2	86468351	86469192
chr2	86515188	86515357
chr2	86552694	86553428
chr2	86562570	86563837
