ATACchr ATACstart ATACend BIC_atacseq LR_atacseq
chr19 13817904 13818274 0.00497514 -1.78678
chr19 1383194 1384138 0.434411 -1.35735
chr19 13833468 13834108 0.50206 -1.2897
chr19 13836747 13837140 -2.10492 -3.89668
chr19 13839147 13840151 1.79189 0.000130782
chr19 13842804 13843023 1.6946 -0.097161
chr19 13846339 13847915 -0.823926 -2.61569
chr19 13861561 13862605 1.68554 -0.106223
chr19 13880009 13880862 1.79176 4.40606e-06
chr19 13906025 13906796 -2.94702 -4.73878
chr19 13921495 13921694 1.79177 1.02046e-05
chr19 13951908 13952663 1.7918 3.94943e-05
chr19 13974154 13974286 1.79177 9.01748e-06
chr19 13986068 13986970 1.79179 3.38613e-05
chr19 14005689 14007069 0.832044 -0.959716
chr19 1401368 1401820 1.79201 0.000250231
chr19 14031486 14032601 1.7918 3.62453e-05
chr1 91404349 91404733 1.48415 -0.307606
chr19 14048454 14048799 1.79179 2.63721e-05
chr19 1406813 1408065 0.521838 -1.26992
chr19 14073111 14074094 1.66856 -0.123198
chr19 14075120 14075331 -1.46544 -3.2572
chr19 14081064 14081898 1.79176 3.75281e-06
chr19 1408496 1408903 0.281359 -1.5104
chr19 14089534 14089844 1.79183 6.556e-05
chr19 14090181 14090482 1.79178 2.00227e-05
chr19 14090612 14091980 1.33089 -0.460867
chr19 14117369 14118814 1.79202 0.000257706
chr19 14136446 14137697 1.79177 1.2367e-05
chr19 14149388 14149856 1.56692 -0.224839
chr19 14150193 14150321 1.79176 3.77433e-06
chr19 14166541 14166799 1.79176 4.03059e-06
chr19 14167324 14168115 1.7919 0.000139624
chr19 14196134 14196271 1.79176 -8.68341e-07
chr19 14205552 14205780 1.79204 0.000277356
chr19 14206420 14207630 1.7183 -0.0734582
chr19 14217243 14217619 1.79176 -6.66188e-09
chr19 14221463 14221699 1.61368 -0.17808
chr1 9142368 9142477 1.79176 3.03782e-06
chr19 14249230 14249370 1.79205 0.000289253
chr19 14275057 14275207 1.47535 -0.316409
chr19 14333616 14333849 1.79178 2.18402e-05
chr19 14334884 14335059 0.381316 -1.41044
chr19 14353417 14353636 -4.59213 -6.38389
chr19 14355887 14356145 0.925064 -0.866696
chr19 14361841 14362128 1.79178 1.69433e-05
chr19 14366610 14366921 1.79177 8.17994e-06
chr19 14368083 14368435 1.79196 0.000199392
chr19 14369526 14370790 1.76243 -0.0293247
chr19 14375120 14375970 -0.52655 -2.31831
chr19 14380524 14382762 1.76232 -0.0294414
chr19 1438072 1438925 1.79189 0.000127558
chr19 14384237 14384711 1.01229 -0.779473
chr19 14393962 14394596 1.58428 -0.207477
chr19 14405857 14406418 1.25766 -0.534101
chr19 14418022 14418727 1.79177 1.17678e-05
chr19 14419051 14419651 1.79179 3.39158e-05
chr19 14431922 14432168 1.75455 -0.0372094
chr19 14433222 14434377 1.79179 3.22425e-05
chr19 14440059 14440620 -1.65377 -3.44553
chr19 1445018 1445535 1.79038 -0.00137604
chr19 14472223 14472637 1.79178 2.2325e-05
chr19 14480185 14480372 1.79176 -6.11059e-08
chr19 14486309 14486547 1.79177 6.52867e-06
chr19 14495531 14496501 -0.820639 -2.6124
chr19 14506629 14507558 -0.881141 -2.6729
chr19 14513091 14513320 1.62807 -0.163686
chr19 14517845 14518921 1.41654 -0.375222
chr19 14520110 14520233 1.79193 0.000167748
chr19 14522077 14522458 1.22619 -0.56557
chr19 14523184 14523362 0.620721 -1.17104
chr19 14529000 14530270 -1.48365 -3.27541
chr19 14551450 14551801 1.79177 1.49225e-05
chr19 14556673 14556872 1.79186 9.72925e-05
chr19 14571728 14572440 1.79197 0.000209016
chr19 14574313 14574467 1.79176 4.79531e-06
chr1 91457600 91458099 1.5413 -0.250455
chr19 14580760 14581069 -0.446361 -2.23812
chr19 14585300 14585477 0.629766 -1.16199
chr19 14689466 14690421 -2.28888 -4.08064
chr19 1470486 1471388 1.79178 1.58007e-05
chr1 91470637 91470791 1.7918 3.58784e-05
chr19 1479009 1479650 1.79177 6.48314e-06
chr19 14888673 14889059 1.79177 9.65796e-06
chr19 1490313 1491285 1.79178 1.66553e-05
chr19 14979636 14979759 1.79218 0.000423792
chr1 91500411 91501678 1.67611 -0.115645
chr19 15035079 15035258 1.79179 2.83144e-05
chr19 1503527 1503671 1.79177 1.27806e-05
chr19 1507834 1508288 -0.378538 -2.1703
chr19 15124955 15126007 0.451299 -1.34046
chr19 15129978 15130643 0.864098 -0.927662
chr19 1513006 1513418 1.79182 5.98582e-05
chr19 15147765 15148009 1.79178 1.6528e-05
chr19 15150499 15150683 1.79179 2.74627e-05
chr19 15177419 15177995 1.79241 0.000654218
chr19 15223382 15223624 1.75539 -0.0363664
chr19 15233350 15233500 1.79177 8.45347e-06
chr1 91523487 91523780 -0.261945 -2.0537
chr19 15264059 15264460 1.79178 2.22585e-05
chr19 15283629 15283800 1.76989 -0.0218675
chr19 15296903 15297791 -2.29476 -4.08652
chr19 15300763 15301423 1.25335 -0.538413
chr1 91530528 91530696 1.73859 -0.0531739
chr19 15305369 15305531 1.71766 -0.0740974
chr19 15316585 15317059 1.79178 2.18282e-05
chr19 15318279 15318719 1.60521 -0.186547
chr19 15324962 15325092 0.792511 -0.999248
chr19 15330936 15331137 0.506095 -1.28566
chr19 15331424 15333092 1.79249 0.000733491
chr19 15378755 15380478 0.468315 -1.32344
chr19 15387079 15387258 -2.55751 -4.34927
chr19 15418730 15419442 1.79178 1.68591e-05
chr19 15432320 15433442 1.79177 9.76277e-06
chr19 15449775 15450239 1.79177 5.7656e-06
chr19 1546277 1546729 -0.442574 -2.23433
chr19 15463635 15464905 1.79179 3.16115e-05
chr19 15466861 15467658 1.79189 0.000134516
chr19 15483822 15484008 1.79177 9.06911e-06
chr1 91548431 91549595 1.70578 -0.0859764
chr19 15514500 15515171 -0.635469 -2.42723
chr19 15532887 15533509 -2.82407 -4.61583
chr19 15551006 15551687 1.79182 6.06484e-05
chr19 15555836 15556815 1.79179 2.87314e-05
chr1 91555669 91556715 1.79236 0.000601213
chr19 15584587 15585066 1.79177 8.47672e-06
chr19 15629261 15629742 1.12021 -0.671546
chr19 15673297 15673476 1.74381 -0.0479527
chr19 1568127 1568683 1.79184 8.35932e-05
chr1 91569426 91569695 -0.0400203 -1.83178
chr1 91576356 91576478 1.79182 5.94088e-05
chr19 15836058 15837474 1.79177 1.44936e-05
chr19 15844707 15844852 -0.960451 -2.75221
chr1 91591467 91592262 0.770408 -1.02135
chr19 1591925 1593213 1.79185 9.13898e-05
chr19 16001757 16002252 1.78595 -0.00581004
chr19 16041600 16041791 1.79177 1.36147e-05
chr19 16051241 16051458 1.79183 6.82968e-05
chr19 16051578 16051858 1.79177 1.31219e-05
chr19 1605168 1606300 1.43136 -0.360397
chr19 16070306 16071096 1.79198 0.00022456
chr19 16076104 16076643 1.7293 -0.062462
chr19 16078333 16079729 1.79177 1.5399e-05
chr19 16086170 16086742 1.77235 -0.0194131
chr19 16094978 16095474 -1.11245 -2.90421
chr19 16111294 16112108 1.79196 0.000204664
chr19 16119658 16119840 1.78385 -0.00790943
chr19 16143422 16144253 1.79176 2.96453e-06
chr19 16160820 16161127 1.65263 -0.139129
chr19 16173554 16173674 -1.2669 -3.05865
chr19 16184983 16186168 1.63275 -0.159007
chr19 16197474 16198476 -1.57715 -3.36891
chr19 16216857 16217529 -3.25357 -5.04533
chr19 16217794 16217972 1.77361 -0.0181488
chr19 16244109 16244361 1.0004 -0.791356
chr19 16247571 16247913 -1.14901 -2.94077
chr19 16266575 16266926 0.565808 -1.22595
chr19 16283483 16284129 1.18587 -0.60589
chr19 16312272 16312392 1.32438 -0.467381
chr19 16324216 16325394 -3.58536 -5.37712
chr19 16328720 16329442 -1.87614 -3.6679
chr19 16330395 16331150 1.79182 5.95489e-05
chr19 16331198 16331317 -3.03578 -4.82754
chr19 16338309 16339222 1.79177 7.33277e-06
chr19 16342078 16342771 1.79179 2.97116e-05
chr19 16351760 16351952 1.79194 0.000180567
chr19 16355266 16355503 0.85926 -0.9325
chr19 16360113 16360222 1.79177 9.68355e-06
chr19 16366515 16366688 -3.94572 -5.73748
chr19 16366798 16367465 1.52093 -0.270834
chr19 16368896 16370217 1.41113 -0.380632
chr19 16371468 16372100 1.79198 0.000215747
chr19 16382596 16383539 1.79199 0.000229935
chr19 16399357 16399733 -0.556029 -2.34779
chr19 16417807 16417957 1.79183 7.08076e-05
chr19 16429367 16429492 1.79179 2.90416e-05
chr19 16449630 16449751 1.79065 -0.00111297
chr19 16457169 16457290 1.79177 1.02806e-05
chr19 16471351 16472373 0.20087 -1.59089
chr19 16495978 16496574 1.79176 4.41021e-06
chr19 16504105 16504272 1.79178 1.70546e-05
chr19 1651364 1653239 -1.41909 -3.21085
chr19 16541852 16543189 -3.45672 -5.24848
chr19 16566070 16566647 1.66093 -0.130826
chr19 16571844 16572734 1.79179 3.43335e-05
chr19 16584213 16584789 1.79178 1.6036e-05
chr19 16586985 16587842 1.79179 2.98664e-05
chr19 16588432 16588676 1.79193 0.000171149
chr19 16594268 16595279 -3.12859 -4.92035
chr19 16627950 16629271 1.7918 4.0389e-05
chr19 16659817 16660748 1.28782 -0.503937
chr19 1668782 1669306 1.79186 0.000104925
chr19 1671945 1672564 1.79177 1.50272e-05
chr19 16743103 16743245 1.79177 1.4164e-05
chr19 16771553 16771693 1.76935 -0.0224138
chr19 16772964 16773083 1.40388 -0.387876
chr19 16778929 16779083 0.643834 -1.14793
chr19 16829170 16829790 1.79181 5.16865e-05
chr1 91684884 91685153 1.79176 -5.76383e-08
chr1 91697553 91697800 1.7224 -0.0693601
chr19 17001596 17002152 -2.33721 -4.12897
chr19 17016175 17016309 1.79177 1.30648e-05
chr19 17028236 17028360 1.39681 -0.394949
chr19 17065161 17065295 1.01688 -0.774877
chr19 17067505 17067669 1.78291 -0.00885379
chr19 17074835 17075980 1.79179 3.45068e-05
chr19 17079949 17080295 1.79195 0.000186978
chr19 17090617 17090856 1.46646 -0.325301
chr19 17125173 17126482 1.79184 8.30203e-05
chr1 91712838 91712990 1.79177 5.99961e-06
chr1 91713145 91713743 1.79201 0.000254358
chr19 17135579 17135755 1.76709 -0.0246737
chr19 17183475 17184780 1.79179 3.35984e-05
chr19 17215154 17215652 -4.61736 -6.40912
chr19 17225949 17226940 -1.08665 -2.87841
chr19 17234936 17236003 1.79177 7.89404e-06
chr19 17245116 17246489 1.79177 7.2684e-06
chr19 17260941 17261151 1.79177 1.24289e-05
chr19 17266879 17267651 1.79177 9.62849e-06
chr19 17282411 17283181 1.79177 6.85106e-06
chr19 17292333 17293030 1.79169 -6.58474e-05
chr19 17303125 17303606 1.71337 -0.0783911
chr19 17305381 17306221 1.79179 2.98332e-05
chr19 17309269 17309816 1.79201 0.000255286
chr1 91731425 91732157 -1.2115 -3.00325
chr19 17327947 17329120 -1.8659 -3.65766
chr19 17334003 17335020 1.79179 2.57372e-05
chr19 17337095 17338009 1.79181 4.68137e-05
chr19 17346159 17346556 1.79178 1.56243e-05
chr19 17346607 17346940 1.7919 0.000137952
chr19 17382947 17383250 -1.11033 -2.90209
chr19 17386134 17386253 1.79175 -1.44014e-05
chr19 17390665 17391628 -1.70982 -3.50158
chr19 17405252 17406013 0.408531 -1.38323
chr19 17406331 17406590 1.79181 5.12287e-05
chr19 17406659 17406793 1.79177 1.14816e-05
chr19 17407182 17407421 0.591896 -1.19986
chr19 17419670 17420412 1.79178 2.22467e-05
chr19 17420419 17420745 1.79178 1.88646e-05
chr19 17450260 17450550 1.73757 -0.0541941
chr19 17466237 17466491 1.79177 1.22957e-05
chr19 17469378 17470534 -3.77481 -5.56657
chr19 17488761 17489411 1.79177 7.11497e-06
chr19 17490525 17490669 0.558002 -1.23376
chr19 17496355 17496652 -5.78896 -7.58072
chr19 17511112 17512520 1.79178 2.24775e-05
chr19 17522885 17523041 1.55487 -0.236888
chr19 17523147 17523418 -6.28741 -8.07917
chr19 17539340 17540102 0.441853 -1.34991
chr1 91754257 91754927 -5.36267 -7.15443
chr19 17555233 17556410 1.79178 2.20334e-05
chr19 17574222 17574362 1.55375 -0.238007
chr19 17605792 17606688 -0.807159 -2.59892
chr19 1767469 1767634 1.79177 5.78636e-06
chr19 17688239 17688540 1.79187 0.000114389
chr19 17688697 17688828 -3.66468 -5.45644
chr19 17703888 17704222 0.433661 -1.3581
chr19 17719184 17720274 1.79197 0.000214183
chr19 17747450 17747952 1.79184 8.4392e-05
chr19 17751215 17751995 1.79176 5.03053e-06
chr19 17784477 17784634 1.79177 1.44993e-05
chr19 17790287 17790479 -1.63543 -3.42719
chr19 17797552 17797704 -3.23672 -5.02848
chr19 17847546 17848307 1.79177 6.3622e-06
chr19 17850566 17850791 -4.22819 -6.01995
chr1 91785197 91785348 1.79155 -0.000209818
chr19 17855693 17855802 1.79177 1.32218e-05
chr19 17859530 17860182 1.79176 3.32016e-06
chr19 17872319 17872822 1.79194 0.000176513
chr19 17873819 17874316 1.79176 3.14499e-06
chr1 91791565 91791997 1.79178 1.95657e-05
chr19 17932483 17933278 1.21599 -0.575768
chr19 17938202 17938762 0.195867 -1.59589
chr19 17947474 17948434 1.79195 0.000193016
chr19 1795940 1796139 1.79177 9.81831e-06
chr19 17967317 17967672 1.79186 9.99485e-05
chr19 17996861 17997180 1.7918 3.75995e-05
chr19 18000738 18001810 1.07039 -0.721367
chr19 18006913 18008455 1.19093 -0.60083
chr19 18013783 18014592 0.717037 -1.07472
chr19 18021195 18021752 1.79177 1.00104e-05
chr19 18023688 18024291 -0.614784 -2.40654
chr19 18024318 18024454 1.79251 0.000753196
chr19 18035173 18035289 1.78667 -0.00508658
chr1 91803765 91805410 1.79182 6.22224e-05
chr19 18044818 18045658 1.79191 0.000154032
chr19 18058261 18058630 1.79179 3.50709e-05
chr19 18086790 18087061 1.79176 5.29563e-06
chr19 18088614 18089306 1.53394 -0.257815
chr19 18091073 18091831 1.48642 -0.305339
chr19 18097561 18098173 0.112926 -1.67883
chr19 18098632 18098910 1.79176 5.21604e-06
chr19 18104434 18104783 0.350498 -1.44126
chr1 91810962 91811118 1.79179 3.07341e-05
chr19 18109764 18110127 1.79177 9.27806e-06
chr19 18117773 18118314 1.79194 0.000180026
chr19 18119179 18120194 0.839256 -0.952503
chr19 1812109 1813211 1.79177 1.31604e-05
chr1 9181276 9181720 1.79188 0.00011854
chr19 18152231 18153612 0.843204 -0.948555
chr19 18161169 18161745 1.79176 5.04845e-06
chr19 18168177 18168394 1.79176 4.77908e-06
chr19 18173704 18174594 1.79181 5.40788e-05
chr19 18192048 18193406 1.79177 1.29202e-05
chr19 18203411 18204756 1.79177 8.93987e-06
chr19 18224513 18224724 1.63995 -0.151811
chr19 18251924 18252101 1.35162 -0.440142
chr19 1826233 1826347 1.79177 9.87125e-06
chr19 18272207 18272643 0.0432798 -1.74848
chr19 18279427 18279872 1.56188 -0.229879
chr19 18280306 18282174 0.123502 -1.66826
chr19 18290279 18290916 1.79177 1.39738e-05
chr19 18291718 18292584 1.75133 -0.0404326
chr19 18294675 18294903 1.50788 -0.283877
chr19 18303536 18303937 1.7918 4.16466e-05
chr19 18304100 18305587 1.79177 7.70407e-06
chr19 18317995 18318128 1.79177 1.38728e-05
chr19 18322617 18323800 1.79176 3.39049e-06
chr19 18328368 18329115 1.79178 1.86109e-05
chr19 18340338 18340482 -5.80578 -7.59754
chr19 18340770 18341551 1.66472 -0.127042
chr19 18388136 18388954 1.79179 3.0061e-05
chr19 18397433 18397575 -2.87406 -4.66582
chr19 18410715 18410874 1.26886 -0.522897
chr19 18418561 18419755 1.4831 -0.308658
chr19 18428781 18429482 -0.256797 -2.04856
chr19 18451031 18451554 1.79177 5.87757e-06
chr19 18475107 18475333 1.79176 3.35168e-06
chr19 1848238 1849060 -1.41459 -3.20635
chr19 18486575 18486815 0.626443 -1.16532
chr19 18496112 18496737 1.79177 6.16106e-06
chr19 18507118 18507597 0.915748 -0.876012
chr19 18514910 18515163 1.30016 -0.491595
chr19 18520392 18520690 0.693209 -1.09855
chr19 1852044 1852161 1.7993 0.00754361
chr19 18521716 18522801 1.17477 -0.616986
chr19 18543414 18543733 1.22669 -0.565065
chr19 18543860 18544311 1.79176 5.21427e-06
chr19 1855360 1855726 1.69029 -0.101473
chr19 18557599 18558323 1.79177 1.47457e-05
chr19 1857126 1857347 1.75648 -0.0352765
chr19 18571386 18572386 1.78995 -0.00181118
chr19 18588329 18589670 1.79177 1.37338e-05
chr19 18594390 18594669 1.35852 -0.433235
chr19 18612769 18612877 1.79177 1.36691e-05
chr19 1862926 1864839 1.79181 5.11947e-05
chr19 18636026 18637088 -3.33929 -5.13105
chr19 18683055 18684202 1.79182 6.08271e-05
chr19 18700107 18701506 1.79177 1.29696e-05
chr1 91872740 91872977 -2.22399 -4.01575
chr19 1874824 1875255 -5.59422 -7.38598
chr19 1875611 1876522 1.54172 -0.25004
chr1 91876138 91876524 -4.01268 -5.80444
chr1 91877472 91878626 -3.37682 -5.16858
chr19 1882271 1883036 0.624429 -1.16733
chr19 18831630 18832757 1.41817 -0.373593
chr19 18843436 18843627 1.57521 -0.216548
chr1 91884570 91886471 0.349769 -1.44199
chr19 18847217 18847425 1.79183 6.9528e-05
chr19 1885339 1885669 1.45497 -0.336793
chr19 18866309 18866814 1.77543 -0.0163271
chr19 18896375 18896515 1.79178 2.1931e-05
chr19 18918900 18919947 1.79181 4.93741e-05
chr19 18932323 18932696 1.79192 0.00015614
chr19 18940771 18941337 1.79182 6.53891e-05
chr19 1895383 1895776 -0.333161 -2.12492
chr1 91896075 91896272 1.71779 -0.0739649
chr19 1897050 1897291 1.55611 -0.235652
chr19 1897342 1898135 1.79177 1.21174e-05
chr19 19032495 19034567 -7.20757 -8.99933
chr19 19039964 19040077 1.79196 0.000205214
chr19 1905014 1905805 -0.283753 -2.07551
chr19 19063413 19064301 1.79181 4.94471e-05
chr19 19138159 19138810 1.79183 7.4539e-05
chr19 19170068 19170434 -0.0991291 -1.89089
chr19 19175060 19175193 1.7918 3.68545e-05
chr19 19191955 19193150 1.73921 -0.0525495
chr19 19202965 19203692 1.47093 -0.320825
chr19 19225005 19225680 1.49929 -0.292474
chr19 19257319 19257447 1.7919 0.000136157
chr1 91927220 91927522 1.79177 7.13795e-06
chr19 1929214 1929574 -1.27876 -3.07052
chr19 19320210 19321381 1.75079 -0.0409678
chr19 19361194 19361436 1.79178 2.38407e-05
chr19 19364612 19365168 -4.6436 -6.43536
chr19 19366770 19367189 1.7919 0.000135895
chr19 19373092 19373205 0.459345 -1.33241
chr19 19385253 19386550 1.79179 3.35388e-05
chr19 19394925 19395042 1.79177 9.81083e-06
chr19 1940292 1941397 1.79177 1.06165e-05
chr19 19403514 19403637 1.60651 -0.185252
chr19 19405135 19406078 1.76962 -0.0221368
chr19 19406516 19407335 1.25356 -0.538198
chr19 19410893 19411521 0.90141 -0.89035
chr19 1942189 1943263 1.71492 -0.076843
chr19 19447606 19447781 -1.87325 -3.66501
chr19 19451450 19451900 1.47957 -0.312186
chr19 19459105 19461307 1.7918 3.73217e-05
chr19 19474274 19474729 -0.362367 -2.15413
chr1 91948105 91949191 1.79177 1.53644e-05
chr19 19489172 19490761 -2.96777 -4.75953
chr19 19515811 19516669 1.0828 -0.708959
chr19 19532317 19532669 1.70605 -0.0857123
chr19 19541170 19541482 0.767569 -1.02419
chr19 19563161 19563342 -2.16833 -3.96009
chr19 19571389 19571499 1.70458 -0.0871807
chr19 19589788 19590124 1.79254 0.000783927
chr19 19591003 19591735 1.52348 -0.268283
chr19 19597581 19599427 1.79179 2.78018e-05
chr19 19602295 19602428 1.68003 -0.11173
chr19 19605942 19606771 1.79145 -0.000311949
chr19 19618194 19619107 1.79182 6.38035e-05
chr19 19627497 19629079 1.69125 -0.100512
chr19 19642583 19644087 1.3145 -0.477258
chr19 19663038 19664197 1.79178 1.79666e-05
chr19 19668165 19669294 1.79177 6.83864e-06
chr19 1967089 1967315 1.10577 -0.685993
chr19 19689861 19690132 1.46591 -0.325853
chr19 19732471 19733581 1.79177 1.10334e-05
chr19 19775987 19777063 1.79177 1.09813e-05
chr19 19817168 19817786 1.79178 1.84819e-05
chr19 19821268 19822245 1.79178 1.91299e-05
chr19 19861162 19861324 1.79177 6.6329e-06
chr19 19865689 19866943 1.79177 1.34237e-05
chr19 19871509 19871621 1.79184 8.04633e-05
chr19 19871864 19872066 1.14904 -0.642718
chr19 19900305 19901505 1.79184 7.68841e-05
chr19 19930529 19930649 1.79183 7.46956e-05
chr19 19943794 19944007 0.456732 -1.33503
chr19 19958986 19959434 0.459624 -1.33214
chr19 20033597 20033876 1.79176 5.31545e-06
chr19 20038701 20039659 1.79179 3.01225e-05
chr19 20051803 20052823 1.79458 0.00282242
chr19 20077793 20078240 1.79177 8.44639e-06
chr19 20166982 20167632 1.79177 6.75863e-06
chr1 92017131 92017255 1.79177 7.42182e-06
chr1 92017400 92017560 1.02479 -0.766965
chr19 2019720 2019861 1.65261 -0.139146
chr19 2019912 2020058 1.79179 2.58453e-05
chr19 20237841 20238687 1.79177 1.38153e-05
chr19 20247978 20248235 1.79177 1.54803e-05
chr19 20278280 20278570 1.79181 4.88524e-05
chr1 9202798 9203029 1.79176 2.47365e-06
chr1 92029615 92030417 1.7738 -0.0179548
chr1 92030599 92030732 -1.59547 -3.38723
chr1 92030876 92031122 1.79213 0.000366481
chr19 2031964 2032254 1.38418 -0.407581
chr19 20350992 20351110 0.841964 -0.949795
chr19 20367908 20368092 1.79269 0.000934504
chr1 9203709 9203892 1.79176 6.278e-07
chr19 2041640 2042431 1.71205 -0.0797059
chr19 20424017 20425144 1.79178 2.41401e-05
chr19 2050034 2050285 1.79177 6.60698e-06
chr19 2050457 2051677 1.79179 2.64844e-05
chr19 2052486 2052600 1.79177 1.54513e-05
chr19 20564986 20565998 1.79196 0.00019866
chr19 2060726 2061939 1.22952 -0.562243
chr19 20661149 20661804 1.79177 1.01546e-05
chr19 2069696 2070118 1.79176 3.93303e-06
chr19 20776075 20776831 1.79179 3.37856e-05
chr1 92080117 92081232 1.79182 6.45691e-05
chr19 2081849 2082430 1.63265 -0.159107
chr19 2083466 2083756 1.79176 4.4728e-06
chr19 2085015 2085665 1.782 -0.009757
chr19 2086996 2087796 -0.350112 -2.14187
chr19 20922906 20923712 1.79177 7.36571e-06
chr19 2096022 2097492 -11.1059 -12.8977
chr19 20999712 21000140 1.7918 3.84787e-05
chr19 21020399 21021480 1.79177 1.27473e-05
chr19 21023178 21023335 1.79181 5.33107e-05
chr19 21028230 21028738 0.49316 -1.2986
chr19 21081994 21082581 1.7918 3.78788e-05
chr19 21094295 21094415 1.79178 1.72659e-05
chr1 92110474 92110598 0.23754 -1.55422
chr19 21141823 21142489 1.7918 3.61038e-05
chr1 92117632 92117772 -0.391402 -2.18316
chr19 21202939 21203113 0.83865 -0.953109
chr1 92122644 92122753 1.79181 5.18141e-05
chr1 92123898 92124200 1.32077 -0.470987
chr19 21253771 21253950 1.7919 0.000136975
chr19 21328217 21329725 1.79183 7.40734e-05
chr19 21358805 21359757 1.79176 -3.45181e-08
chr19 21396784 21397581 1.79179 2.64547e-05
chr19 21466715 21466860 1.79178 2.24684e-05
chr19 21474604 21475096 1.79276 0.00100153
chr19 21482806 21483344 1.79185 8.91685e-05
chr19 21483704 21484120 1.79178 1.86964e-05
chr19 21505282 21506350 1.79178 1.94058e-05
chr19 2151014 2152150 0.0978965 -1.69386
chr19 21568919 21569766 1.79178 2.48317e-05
chr19 21580201 21580363 -1.01865 -2.81041
chr19 21603730 21605352 1.79187 0.000110991
chr19 2163562 2164386 0.846089 -0.945671
chr19 2165089 2165746 1.51178 -0.279978
chr19 21678023 21678293 1.79176 5.46252e-06
chr19 21698319 21698476 1.60273 -0.189029
chr19 2171244 2171708 1.79183 6.76526e-05
chr19 21766855 21767834 1.79176 2.5284e-06
chr19 21835764 21836637 1.79177 7.49781e-06
chr19 21851686 21852359 1.79181 5.49384e-05
chr19 21890482 21890601 1.79179 2.92223e-05
chr19 21890845 21891402 1.79178 1.92489e-05
chr19 22010504 22010770 1.79176 4.3553e-06
chr19 22010897 22011087 1.79179 2.63101e-05
chr19 22052158 22052916 1.7918 3.90678e-05
chr19 22075521 22075775 1.79177 1.31334e-05
chr1 92210643 92210970 1.72569 -0.0660695
chr19 2215423 2215771 -0.929315 -2.72107
chr19 2235761 2237013 -5.74512 -7.53688
chr19 2257981 2258407 1.75186 -0.0398947
chr19 22633768 22634723 1.79179 2.65857e-05
chr19 2269089 2269856 -6.15262 -7.94438
chr19 2270711 2271034 -1.50233 -3.29409
chr1 92274927 92275124 0.590483 -1.20128
chr19 2289765 2290211 -4.7857 -6.57746
chr19 2290340 2290493 1.52294 -0.268815
chr1 92298350 92299559 1.79178 1.82997e-05
chr19 23112161 23112377 1.79178 2.35898e-05
chr1 92311812 92311940 1.41551 -0.37625
chr19 2313115 2313252 1.7921 0.000343389
chr1 92315738 92316464 1.79181 4.7478e-05
chr1 92317982 92318099 1.79176 4.63289e-06
chr19 23203974 23204122 1.79178 2.38164e-05
chr19 23249759 23250606 1.79177 7.69517e-06
chr19 23261862 23261986 1.79177 1.23399e-05
chr19 23264282 23264555 1.79176 4.02861e-06
chr19 23273050 23273490 1.79177 1.06073e-05
chr19 23273637 23274518 1.79177 1.12253e-05
chr19 2327749 2328905 1.79177 8.44137e-06
chr19 23283741 23284202 1.79178 2.38249e-05
chr19 23294112 23294322 1.78594 -0.00581475
chr19 2332421 2332643 -4.21006 -6.00182
chr19 23394592 23395734 1.7918 3.82448e-05
chr19 23415571 23415714 1.23288 -0.558884
chr1 9234233 9235332 1.74404 -0.0477179
chr1 92356787 92356965 1.79178 1.64e-05
chr1 92365660 92366170 1.79175 -4.77362e-06
chr19 23686600 23687586 1.79178 2.25578e-05
chr19 23758269 23759321 1.79177 8.54249e-06
chr19 23762821 23763655 1.79182 6.16206e-05
chr19 23799299 23800090 1.79177 1.09233e-05
chr19 23800409 23800523 1.79176 3.53742e-06
chr19 23802290 23802593 1.39022 -0.401535
chr19 23914520 23915275 1.79177 1.2554e-05
chr1 9239795 9240064 1.79178 1.75416e-05
chr19 23992439 23992551 1.79184 7.73462e-05
chr19 24022738 24023037 1.79141 -0.000348325
chr19 24033064 24034291 1.79176 3.10166e-06
chr19 24059929 24060037 1.79183 6.66012e-05
chr19 24086969 24087584 1.78005 -0.0117053
chr19 24087631 24087786 1.60356 -0.188195
chr1 92408890 92409033 1.09784 -0.693917
chr1 92410823 92411409 1.53549 -0.256267
chr19 2427146 2428110 -0.76173 -2.55349
chr19 24337035 24337183 1.79178 1.58326e-05
chr19 24371936 24372121 1.79179 3.01198e-05
chr19 24380270 24380410 1.79184 8.27974e-05
chr19 24380432 24380591 1.76524 -0.0265223
chr19 24382493 24382655 1.79182 5.92945e-05
chr19 24387222 24387363 0.97484 -0.81692
chr19 2456382 2457360 1.79178 2.2055e-05
chr19 2462033 2462369 1.79183 6.63778e-05
chr1 92465960 92466116 1.79179 3.1272e-05
chr1 92473795 92474486 -2.08719 -3.87895
chr19 2474653 2476727 1.79186 9.94493e-05
chr1 92475987 92476678 1.79183 6.92907e-05
chr19 2478336 2478951 -1.38636 -3.17812
chr1 92483344 92483829 1.61648 -0.175279
chr1 92484515 92487139 1.79187 0.000114373
chr19 2494447 2495313 1.22146 -0.570298
chr1 92495245 92495847 -0.10092 -1.89268
chr19 2503441 2504157 1.6963 -0.0954551
chr1 92504428 92504931 1.79179 3.08792e-05
chr19 2507318 2507455 1.69663 -0.0951343
chr19 2533772 2534116 -2.45356 -4.24532
chr1 92536383 92539090 1.79239 0.000627061
chr19 2543544 2544110 -0.669466 -2.46123
chr19 2552928 2553356 1.79201 0.000249954
chr19 2561816 2562557 1.79183 6.99062e-05
