ENSG,ET01,ET201,ET1H1,ET2H1,ET4H1,ET24H1
ENSG00000260493,15,2,1,1,5,2
ENSG00000260495,4,6,5,5,1,10
ENSG00000260496,46,4,10,11,4,0
ENSG00000260498,0,1,0,3,15,14
ENSG00000260500,0,1,0,0,0,0
ENSG00000260509,5,1,0,0,1,2
ENSG00000260510,2,1,0,0,0,0
ENSG00000260511,3,0,2,0,1,0
ENSG00000260515,0,0,0,0,0,3
ENSG00000260517,6,3,3,9,5,112
ENSG00000260518,3,1,0,0,1,2
ENSG00000260519,2,2,2,2,2,2
ENSG00000260521,11,2,1,0,3,1
ENSG00000260526,16,0,7,1,3,1
ENSG00000260528,22,12,8,11,7,3
ENSG00000260536,0,2,0,0,0,0
ENSG00000260541,1,0,0,0,0,0
ENSG00000260545,10,2,14,6,1,1
ENSG00000260549,2,0,0,0,0,1
ENSG00000260552,2,0,0,0,0,0
ENSG00000260555,0,0,2,0,0,0
ENSG00000260558,0,0,0,0,0,0
ENSG00000260563,83,23,55,69,52,27
ENSG00000260565,303,121,194,326,473,816
ENSG00000260568,5,1,5,8,10,0
ENSG00000260570,9,10,11,9,10,2
ENSG00000260571,0,1,1,0,2,3
ENSG00000260572,10,3,2,2,1,8
ENSG00000260576,0,0,0,1,3,1
ENSG00000260583,3,1,9,15,9,5
ENSG00000260585,0,0,0,0,1,0
ENSG00000260588,4,1,4,5,7,3
ENSG00000260589,10,1,5,6,9,14
ENSG00000260592,2,0,1,0,0,0
ENSG00000260593,0,1,0,0,0,0
ENSG00000260597,1,0,0,0,0,0
ENSG00000260601,8,3,4,1,1,6
ENSG00000260604,1,0,0,0,0,0
ENSG00000260608,1,1,0,0,1,8
ENSG00000260612,1,1,1,0,0,0
ENSG00000260613,2,1,3,0,1,0
ENSG00000260615,4,0,0,1,1,1
ENSG00000260616,1,1,5,1,0,0
ENSG00000260617,3,3,3,0,0,0
ENSG00000260618,5,0,11,4,0,0
ENSG00000260619,0,0,0,1,0,0
ENSG00000260621,2,1,0,0,0,0
ENSG00000260622,0,0,2,0,0,0
ENSG00000260625,25,5,4,2,4,4
ENSG00000260630,16,2,5,14,12,45
ENSG00000260635,5,1,5,0,0,1
ENSG00000260641,7,4,14,35,24,8
ENSG00000260643,0,0,0,0,2,0
ENSG00000260644,0,4,2,0,0,0
ENSG00000260645,0,0,0,0,0,2
ENSG00000260646,0,0,2,1,0,4
ENSG00000260647,4,1,0,1,0,0
ENSG00000260648,0,0,0,0,0,3
ENSG00000260651,33,7,5,11,11,3
ENSG00000260657,8,1,4,5,3,6
ENSG00000260659,2,0,0,0,0,0
ENSG00000260660,0,2,0,0,0,0
ENSG00000260661,1,0,0,0,0,0
ENSG00000260668,2,0,0,0,0,2
ENSG00000260669,91,21,34,37,18,30
ENSG00000260671,1,10,9,18,29,12
ENSG00000260672,2,3,8,11,3,2
ENSG00000260675,0,1,0,0,0,0
ENSG00000260686,5,1,7,6,2,14
ENSG00000260689,0,0,0,0,0,0
ENSG00000260691,2,0,0,0,0,0
ENSG00000260693,0,0,0,1,0,0
ENSG00000260694,0,0,1,0,0,0
ENSG00000260698,14,2,2,8,9,32
ENSG00000260701,0,0,0,0,0,0
ENSG00000260708,216,48,44,69,47,30
ENSG00000260710,0,0,1,0,0,0
ENSG00000260711,49,27,14,46,51,31
ENSG00000260714,11,5,1,4,2,2
ENSG00000260719,70,19,10,5,1,2
ENSG00000260721,0,0,0,0,0,0
ENSG00000260723,7,3,0,3,0,7
ENSG00000260727,89,37,60,158,318,104
ENSG00000260729,0,1,2,2,0,6
ENSG00000260733,0,0,0,1,0,1
ENSG00000260735,8,0,2,0,0,0
ENSG00000260737,1,4,1,1,0,5
ENSG00000260740,2,0,0,0,0,1
ENSG00000260742,3,2,1,1,2,0
ENSG00000260743,3,1,4,5,6,11
ENSG00000260744,0,1,1,0,0,0
ENSG00000260747,2,1,0,1,0,3
ENSG00000260750,2,3,3,1,7,14
ENSG00000260751,11,16,11,7,15,27
ENSG00000260755,2,1,1,0,0,0
ENSG00000260766,8,5,6,4,4,23
ENSG00000260773,1,0,1,5,2,8
ENSG00000260774,18,6,21,19,15,35
ENSG00000260777,0,0,0,0,0,0
ENSG00000260778,1,0,0,9,4,13
ENSG00000260782,2,1,1,0,0,0
ENSG00000260784,0,0,0,2,0,0
ENSG00000260790,13,1,1,2,0,1
ENSG00000260792,1,0,0,2,1,0
ENSG00000260793,168,65,54,25,22,9
ENSG00000260796,7,1,13,9,11,16
ENSG00000260798,0,0,0,1,0,0
ENSG00000260799,1,0,1,1,2,1
ENSG00000260802,0,0,0,0,0,1
ENSG00000260803,3,0,0,2,0,10
ENSG00000260804,51,24,17,30,44,299
ENSG00000260805,12,9,13,21,17,6
ENSG00000260806,8,1,1,4,16,18
ENSG00000260807,272,109,89,51,118,92
ENSG00000260808,16,7,9,1,2,1
ENSG00000260810,1,0,0,2,2,5
ENSG00000260814,2,0,0,0,0,0
ENSG00000260816,28,13,11,12,5,43
ENSG00000260822,136,80,89,131,118,337
ENSG00000260823,6,1,0,5,11,0
ENSG00000260828,4,0,0,0,0,7
ENSG00000260830,3,3,0,1,2,4
ENSG00000260837,3,0,1,0,2,7
ENSG00000260840,0,0,0,0,0,0
ENSG00000260851,0,2,0,0,0,0
ENSG00000260852,8,3,6,8,14,117
ENSG00000260853,1,0,0,3,0,0
ENSG00000260855,0,1,1,0,1,15
ENSG00000260859,0,1,3,0,1,0
ENSG00000260860,0,0,0,0,0,0
ENSG00000260861,0,0,0,0,0,1
ENSG00000260865,9,2,18,9,14,14
ENSG00000260867,0,1,0,0,0,0
ENSG00000260871,1,1,0,1,0,0
ENSG00000260874,0,0,0,0,3,10
ENSG00000260876,1,2,0,0,0,1
ENSG00000260879,0,0,0,1,0,0
ENSG00000260880,0,0,1,0,0,0
ENSG00000260882,0,0,1,0,0,0
ENSG00000260884,2,2,1,1,2,2
ENSG00000260886,4,0,0,0,0,4
ENSG00000260891,0,0,1,0,0,0
ENSG00000260892,0,0,0,0,1,0
ENSG00000260894,0,0,6,4,0,3
ENSG00000260895,2,2,4,3,2,2
ENSG00000260896,0,0,0,0,0,1
ENSG00000260898,83,31,22,8,18,10
ENSG00000260899,1,1,0,0,1,4
ENSG00000260903,0,0,0,0,0,6
ENSG00000260905,0,0,0,0,0,1
ENSG00000260908,0,0,2,0,2,1
ENSG00000260909,0,0,1,0,0,0
ENSG00000260910,34,18,15,10,15,11
ENSG00000260911,4,2,1,2,3,2
ENSG00000260912,8,3,3,6,3,13
ENSG00000260916,146,88,106,83,61,49
ENSG00000260917,31,20,11,13,13,152
ENSG00000260918,2,0,0,0,0,0
ENSG00000260919,21,3,1,4,6,3
ENSG00000260920,11,7,14,54,65,54
ENSG00000260922,0,0,0,0,1,0
ENSG00000260923,29,9,1,0,4,2
ENSG00000260924,20,9,5,34,46,49
ENSG00000260927,2,1,1,1,0,2
ENSG00000260932,1,0,0,1,0,0
ENSG00000260934,6,1,1,1,0,0
ENSG00000260940,29,11,7,12,11,24
ENSG00000260942,44,16,39,37,62,73
ENSG00000260944,0,0,0,0,0,0
ENSG00000260948,34,26,20,12,12,21
ENSG00000260949,2,1,1,2,7,8
ENSG00000260953,0,0,1,0,0,0
ENSG00000260954,0,0,0,0,0,2
ENSG00000260955,1,1,2,1,8,11
ENSG00000260966,139,55,37,34,49,79
ENSG00000260973,0,0,0,0,0,0
ENSG00000260977,6,5,7,7,3,4
ENSG00000260979,29,4,6,3,4,0
ENSG00000260988,1,0,0,0,1,1
ENSG00000260989,1,0,0,2,0,0
ENSG00000260992,29,8,11,13,8,4
ENSG00000260996,0,0,0,0,0,0
ENSG00000260997,155,66,66,58,37,376
ENSG00000260999,0,0,1,0,0,0
ENSG00000261000,4,2,3,2,4,4
ENSG00000261002,17,3,3,1,0,0
ENSG00000261003,1,0,2,1,6,5
ENSG00000261008,29,10,5,7,3,55
ENSG00000261017,0,0,0,0,0,0
ENSG00000261019,0,2,0,1,0,5
ENSG00000261024,0,0,3,3,0,0
ENSG00000261026,2,6,138,234,139,14
ENSG00000261029,0,0,0,0,1,0
ENSG00000261030,6,1,1,2,0,0
ENSG00000261037,0,0,0,0,0,0
ENSG00000261040,12,0,0,0,0,0
ENSG00000261043,0,0,2,0,0,0
ENSG00000261044,0,0,0,0,1,0
ENSG00000261045,0,0,0,0,1,0
ENSG00000261051,0,0,0,0,0,0
ENSG00000261052,0,0,0,1,0,2
ENSG00000261054,3,3,2,1,0,1
ENSG00000261055,3,4,3,2,4,0
ENSG00000261056,0,0,0,0,5,8
ENSG00000261057,0,0,0,2,0,0
ENSG00000261058,0,0,0,0,0,0
ENSG00000261061,6,2,3,8,11,136
ENSG00000261063,0,0,0,3,0,0
ENSG00000261064,12,7,0,1,0,2
ENSG00000261065,0,0,1,0,0,0
ENSG00000261067,18,8,14,14,14,31
ENSG00000261068,0,2,1,0,0,0
ENSG00000261069,188,44,34,55,41,40
ENSG00000261071,18,1,8,8,29,2
ENSG00000261072,21,11,20,12,5,9
ENSG00000261078,0,1,0,0,0,0
ENSG00000261079,10,6,8,9,2,3
ENSG00000261080,0,0,0,0,0,1
ENSG00000261083,0,0,0,0,0,0
ENSG00000261087,7,1,8,16,20,55
ENSG00000261093,6,6,10,4,2,5
ENSG00000261094,26,14,16,21,20,20
ENSG00000261096,3,0,6,11,17,27
ENSG00000261097,3,0,1,0,0,1
ENSG00000261098,48,26,20,34,33,100
ENSG00000261101,49,19,8,8,2,17
ENSG00000261105,9,2,4,0,1,0
ENSG00000261113,3,1,0,0,0,0
ENSG00000261114,26,25,4,7,9,11
ENSG00000261115,10,2,2,2,4,16
ENSG00000261117,5,0,0,1,2,0
ENSG00000261118,4,1,1,2,2,12
ENSG00000261123,0,0,0,1,3,4
ENSG00000261124,0,0,1,0,0,0
ENSG00000261126,2,1,1,2,8,34
ENSG00000261131,6,1,3,3,4,3
ENSG00000261135,5,0,0,1,0,0
ENSG00000261136,15,12,15,8,12,29
ENSG00000261140,1,2,1,1,2,1
ENSG00000261141,2,0,0,0,0,0
ENSG00000261143,0,0,0,0,0,2
ENSG00000261147,2,0,2,0,0,2
ENSG00000261150,322,135,91,98,55,36
ENSG00000261158,0,0,0,1,0,0
ENSG00000261159,4,2,1,1,1,5
ENSG00000261167,23,8,17,19,41,148
ENSG00000261168,1,0,1,0,0,3
ENSG00000261173,21,9,2,8,10,4
ENSG00000261174,1,0,0,0,1,0
ENSG00000261177,0,1,1,0,0,0
ENSG00000261183,7,2,2,0,0,0
ENSG00000261186,7,1,0,1,1,2
ENSG00000261187,1,5,2,3,2,2
ENSG00000261188,15,3,6,4,12,18
ENSG00000261193,0,0,0,0,1,0
ENSG00000261202,76,11,4,4,4,3
ENSG00000261204,0,0,0,0,1,8
ENSG00000261207,1,1,6,0,0,0
ENSG00000261208,3,1,0,3,1,0
ENSG00000261212,0,0,1,0,0,0
ENSG00000261215,5,8,4,2,0,0
ENSG00000261216,2,3,0,2,1,0
ENSG00000261218,4,0,0,0,0,0
ENSG00000261219,17,5,2,4,4,5
ENSG00000261220,9,3,1,0,7,11
ENSG00000261221,398,104,92,102,122,243
ENSG00000261222,2,1,1,3,0,0
ENSG00000261226,1,2,2,5,1,4
ENSG00000261229,0,1,1,4,5,9
ENSG00000261235,3,0,0,0,1,0
ENSG00000261236,238,72,71,168,1192,3176
ENSG00000261239,2,0,0,0,1,0
ENSG00000261240,8,3,2,0,0,0
ENSG00000261242,10,0,2,8,7,10
ENSG00000261243,0,0,1,0,0,0
ENSG00000261245,0,0,0,0,0,0
ENSG00000261247,2,1,0,0,0,0
ENSG00000261251,2,4,5,10,8,25
ENSG00000261253,5,4,6,1,1,3
ENSG00000261266,0,0,0,0,1,0
ENSG00000261267,3,1,6,1,0,0
ENSG00000261269,1,0,1,0,3,4
ENSG00000261270,50,45,13,10,20,18
ENSG00000261275,0,1,0,0,0,0
ENSG00000261276,0,0,0,0,0,0
ENSG00000261284,0,0,0,0,0,0
ENSG00000261286,4,1,0,4,1,15
ENSG00000261288,1,2,0,1,0,0
ENSG00000261291,1,0,0,2,1,4
ENSG00000261294,0,0,0,0,0,2
ENSG00000261302,11,2,2,2,0,3
ENSG00000261305,0,0,0,0,0,3
ENSG00000261308,7,4,7,1,7,4
ENSG00000261310,0,0,0,0,0,1
ENSG00000261312,0,3,0,0,2,1
ENSG00000261315,0,0,0,1,4,20
ENSG00000261317,0,2,1,2,1,0
ENSG00000261318,1,0,0,0,0,2
ENSG00000261320,0,0,0,0,1,0
ENSG00000261324,111,35,64,77,49,60
ENSG00000261326,2,3,23,65,100,128
ENSG00000261329,0,1,2,0,2,0
ENSG00000261332,7,3,8,2,0,0
ENSG00000261334,1,1,6,13,6,9
ENSG00000261335,13,3,3,4,4,6
ENSG00000261336,3,0,0,0,0,0
ENSG00000261338,45,24,45,47,26,72
ENSG00000261341,19,6,5,5,10,10
ENSG00000261342,0,0,0,0,4,10
ENSG00000261346,16,5,18,3,0,1
ENSG00000261349,18,7,7,7,5,7
ENSG00000261350,0,0,0,0,0,1
ENSG00000261351,44,23,12,30,33,26
ENSG00000261353,0,0,0,0,0,1
ENSG00000261359,12,7,6,4,7,6
ENSG00000261360,28,18,35,11,16,13
ENSG00000261366,42,6,7,6,1,17
ENSG00000261367,1,1,0,0,0,0
ENSG00000261369,0,0,0,0,1,0
ENSG00000261371,1931,405,362,263,142,140
ENSG00000261373,25,15,7,15,98,435
ENSG00000261375,0,0,0,0,0,0
ENSG00000261377,30,3,9,15,15,16
ENSG00000261385,1,0,2,5,1,1
ENSG00000261386,15,1,14,5,15,5
ENSG00000261390,3,0,0,0,0,0
ENSG00000261393,4,0,3,6,1,4
ENSG00000261396,7,2,7,1,5,3
ENSG00000261399,0,1,1,1,0,0
ENSG00000261402,0,0,0,0,0,0
ENSG00000261403,0,0,0,0,0,0
ENSG00000261404,22,3,1,2,3,5
ENSG00000261407,5,0,0,0,0,0
ENSG00000261408,1,1,0,2,5,4
ENSG00000261416,90,36,33,12,6,41
ENSG00000261420,1,1,1,1,2,0
ENSG00000261423,209,84,96,52,32,30
ENSG00000261428,11,7,7,28,64,130
ENSG00000261429,1,0,0,0,0,2
ENSG00000261430,3,1,1,1,3,4
ENSG00000261431,2,1,0,2,1,2
ENSG00000261433,0,1,1,1,9,11
ENSG00000261435,0,0,0,2,4,2
ENSG00000261436,0,0,0,2,0,1
ENSG00000261438,10,4,12,14,24,38
ENSG00000261441,68,0,25,53,66,25
ENSG00000261442,2,0,0,1,0,0
ENSG00000261447,0,0,1,0,0,0
ENSG00000261448,9,3,0,2,4,11
ENSG00000261449,65,21,66,42,27,9
ENSG00000261451,11,1,1,1,4,10
ENSG00000261455,48,14,22,41,42,23
ENSG00000261456,1,1,0,0,0,0
ENSG00000261457,0,0,0,0,0,1
ENSG00000261460,14,5,6,2,1,0
ENSG00000261461,2,2,0,0,0,12
ENSG00000261462,0,0,1,1,0,0
ENSG00000261465,1,3,1,0,3,4
ENSG00000261467,0,1,0,1,1,0
ENSG00000261468,218,52,50,126,104,106
ENSG00000261469,0,0,0,2,0,0
ENSG00000261471,23,10,16,5,1,2
ENSG00000261474,10,5,2,4,18,18
ENSG00000261476,22,29,9,9,14,19
ENSG00000261480,0,0,1,1,0,0
ENSG00000261481,3,3,0,2,0,0
ENSG00000261485,41,14,15,22,31,12
ENSG00000261487,0,0,0,1,0,0
ENSG00000261488,6,1,0,7,8,4
ENSG00000261490,85,52,62,116,102,196
ENSG00000261491,0,1,0,0,0,0
ENSG00000261499,2,2,0,1,7,4
ENSG00000261501,0,0,0,1,0,0
ENSG00000261504,6,1,2,0,7,1
ENSG00000261505,42,16,49,23,6,6
ENSG00000261512,28,13,25,9,16,10
ENSG00000261513,1,0,1,0,0,2
ENSG00000261514,0,0,0,0,0,1
ENSG00000261519,11,0,2,3,1,2
ENSG00000261526,304,83,54,44,39,29
ENSG00000261527,5,0,2,2,0,0
ENSG00000261528,0,0,0,0,0,0
ENSG00000261529,14,10,12,13,30,20
ENSG00000261532,0,1,1,1,1,7
ENSG00000261534,4,3,1,1,0,20
ENSG00000261535,1,1,1,0,0,0
ENSG00000261537,2,0,6,1,2,3
ENSG00000261542,11,9,19,8,17,24
ENSG00000261544,80,130,117,52,51,23
ENSG00000261546,8,7,3,4,1,1
ENSG00000261548,0,0,0,1,0,0
ENSG00000261552,10,0,3,2,0,1
ENSG00000261553,18,6,3,13,14,15
ENSG00000261556,141,36,37,43,72,242
ENSG00000261557,8,2,0,1,1,1
ENSG00000261560,55,30,58,28,43,40
ENSG00000261570,0,0,0,0,0,2
ENSG00000261572,7,0,3,0,1,1
ENSG00000261573,8,5,8,5,0,0
ENSG00000261574,26,68,63,50,61,41
ENSG00000261575,75,17,13,21,8,2
ENSG00000261578,0,0,0,0,1,0
ENSG00000261582,27,3,9,12,8,5
ENSG00000261586,2,0,0,0,0,0
ENSG00000261587,0,1,0,0,1,4
ENSG00000261590,1,0,0,0,0,0
ENSG00000261592,2,2,0,0,1,0
ENSG00000261594,3,4,2,1,1,3
ENSG00000261595,2,1,2,1,0,0
ENSG00000261596,33,20,10,12,15,12
ENSG00000261602,2,0,0,3,12,0
ENSG00000261604,1,0,5,5,2,0
ENSG00000261606,0,0,1,0,0,0
ENSG00000261609,266,61,142,587,943,850
ENSG00000261610,0,0,1,0,4,9
ENSG00000261611,0,0,0,0,0,1
ENSG00000261612,1,0,0,0,0,0
ENSG00000261613,0,1,0,0,0,0
ENSG00000261614,0,0,0,0,0,1
ENSG00000261615,0,0,0,2,0,0
ENSG00000261616,6,1,2,2,1,0
ENSG00000261617,0,0,0,0,0,0
ENSG00000261618,0,0,2,5,27,29
ENSG00000261620,0,0,0,0,0,0
ENSG00000261623,2,0,1,0,0,0
ENSG00000261624,0,2,0,0,1,1
ENSG00000261628,0,0,0,0,0,5
ENSG00000261630,0,1,2,0,0,0
ENSG00000261635,0,1,0,0,1,6
ENSG00000261641,9,5,8,5,0,1
ENSG00000261643,4,11,26,18,28,12
ENSG00000261644,103,43,47,63,53,54
ENSG00000261645,5,2,6,0,2,23
ENSG00000261647,0,0,0,0,0,1
ENSG00000261649,1,0,0,0,0,0
ENSG00000261651,0,0,0,1,0,0
ENSG00000261652,2,0,3,3,0,3
ENSG00000261654,15,9,11,5,6,11
ENSG00000261655,0,1,0,0,0,0
ENSG00000261656,0,2,0,0,0,0
ENSG00000261659,13,3,3,6,4,12
ENSG00000261662,6,1,4,14,12,3
ENSG00000261663,0,0,0,1,3,1
ENSG00000261664,0,0,0,0,0,0
ENSG00000261668,0,0,0,1,2,13
ENSG00000261669,0,0,1,2,0,0
ENSG00000261670,2,0,0,0,0,5
ENSG00000261671,0,0,1,2,1,0
ENSG00000261673,0,0,0,0,0,1
ENSG00000261684,7,1,7,2,2,5
ENSG00000261687,6,4,0,4,1,3
ENSG00000261691,8,6,4,2,8,7
ENSG00000261692,21,25,24,25,30,17
ENSG00000261693,6,0,5,5,4,4
ENSG00000261697,0,0,2,0,1,23
ENSG00000261703,4,0,1,3,5,2
ENSG00000261704,0,0,0,0,0,0
ENSG00000261714,0,0,0,0,0,0
ENSG00000261716,196,60,40,49,41,21
ENSG00000261723,3,0,0,0,0,0
ENSG00000261731,6,2,7,4,2,0
ENSG00000261732,3,2,5,20,35,44
ENSG00000261734,8,4,3,5,2,2
ENSG00000261736,3,2,4,4,2,10
ENSG00000261737,20,10,5,6,4,9
ENSG00000261739,0,0,0,0,0,0
ENSG00000261740,2,0,3,5,2,16
ENSG00000261742,0,0,0,0,0,0
ENSG00000261744,0,2,5,0,1,1
ENSG00000261745,0,0,0,0,0,1
ENSG00000261754,9,4,7,6,4,7
ENSG00000261758,39,4,13,8,12,9
ENSG00000261764,0,0,0,0,0,1
ENSG00000261765,2,1,0,3,0,0
ENSG00000261766,9,5,9,5,6,19
ENSG00000261770,4,2,1,13,17,21
ENSG00000261773,0,0,0,1,0,1
ENSG00000261775,9,3,2,4,0,17
ENSG00000261777,27,4,7,16,5,14
ENSG00000261779,2,0,0,2,0,0
ENSG00000261783,8,10,8,15,11,18
ENSG00000261786,0,0,0,1,0,0
ENSG00000261787,1,0,0,0,0,0
ENSG00000261790,7,1,2,2,0,1
ENSG00000261794,0,0,0,0,2,4
ENSG00000261798,0,0,0,1,1,4
ENSG00000261799,20,8,24,39,40,97
ENSG00000261801,95,22,16,36,21,69
ENSG00000261804,10,4,1,1,0,9
ENSG00000261807,0,0,0,0,0,0
ENSG00000261812,0,0,0,0,0,2
ENSG00000261816,0,0,0,0,0,0
ENSG00000261819,10,9,3,5,5,1
ENSG00000261821,0,0,0,0,1,0
ENSG00000261822,0,1,3,2,1,0
ENSG00000261824,52,31,17,51,107,105
ENSG00000261826,0,0,0,0,0,0
ENSG00000261832,2,0,0,0,0,0
ENSG00000261837,11,7,5,2,0,8
ENSG00000261838,2,0,1,0,0,0
ENSG00000261839,40,10,36,25,10,3
ENSG00000261840,20,11,11,16,21,24
ENSG00000261842,1,0,0,0,1,0
ENSG00000261845,5,4,5,3,3,9
ENSG00000261857,0,0,0,1,2,5
ENSG00000261863,0,0,0,0,0,0
ENSG00000261864,0,0,1,0,1,1
ENSG00000261866,1,0,1,1,2,1
ENSG00000261868,8,5,1,2,0,0
ENSG00000261872,6,0,1,2,0,0
ENSG00000261873,0,0,0,0,0,0
ENSG00000261879,46,12,10,10,11,10
ENSG00000261884,209,85,70,50,66,183
ENSG00000261886,2,0,1,0,1,3
ENSG00000261888,3,3,3,2,3,0
ENSG00000261889,36,4,1,3,8,6
ENSG00000261898,0,1,2,0,0,1
ENSG00000261904,3,0,0,0,0,1
ENSG00000261915,4,1,0,0,0,2
ENSG00000261916,1,0,0,0,0,6
ENSG00000261924,1,0,3,1,0,1
ENSG00000261934,0,0,2,0,1,2
ENSG00000261938,2,0,0,0,1,3
ENSG00000261959,0,0,0,1,0,1
ENSG00000261963,3,0,0,0,0,0
ENSG00000261965,1,0,0,0,0,0
ENSG00000261970,0,0,0,0,0,0
ENSG00000261971,209,69,52,39,51,150
ENSG00000261996,18,3,9,5,8,6
ENSG00000261997,0,2,0,1,2,0
ENSG00000262001,83,48,20,23,32,5
ENSG00000262006,5,0,0,1,0,0
ENSG00000262020,0,0,0,0,0,0
ENSG00000262038,2,2,4,2,4,3
ENSG00000262039,1,0,0,0,0,0
ENSG00000262049,64,26,35,32,22,19
ENSG00000262050,2,0,1,1,1,5
ENSG00000262061,0,0,0,2,0,0
ENSG00000262074,287,41,62,28,66,127
ENSG00000262075,0,0,0,0,0,1
ENSG00000262079,1,0,0,0,0,0
ENSG00000262081,0,0,1,0,0,0
ENSG00000262089,14,7,8,10,16,11
ENSG00000262096,0,0,0,0,0,0
ENSG00000262099,0,0,0,0,0,4
ENSG00000262112,0,0,1,0,2,3
ENSG00000262115,0,1,1,1,1,1
ENSG00000262117,0,1,3,0,0,1
ENSG00000262118,1,0,1,0,0,0
ENSG00000262119,0,1,0,0,0,0
ENSG00000262136,14,4,6,7,5,19
ENSG00000262140,0,0,2,7,4,7
ENSG00000262147,0,0,1,1,1,0
ENSG00000262151,3,0,0,0,0,0
ENSG00000262155,15,8,6,3,0,5
ENSG00000262158,0,0,0,0,0,0
ENSG00000262160,6,4,5,3,4,4
ENSG00000262165,2,0,2,1,2,0
ENSG00000262171,1,0,0,1,0,0
ENSG00000262172,0,0,0,0,0,1
ENSG00000262180,21,12,16,17,9,24
ENSG00000262185,0,0,0,0,0,9
ENSG00000262188,0,1,0,0,0,0
ENSG00000262202,174,21,34,21,36,77
ENSG00000262209,0,0,0,2,1,4
ENSG00000262211,58,22,48,24,5,2
ENSG00000262222,8,2,4,5,1,3
ENSG00000262223,1,2,0,0,0,0
ENSG00000262227,3,4,3,10,23,17
ENSG00000262228,14,7,15,16,12,11
ENSG00000262246,1150,784,783,592,401,207
ENSG00000262248,4,0,0,5,1,13
ENSG00000262251,28,22,17,37,40,41
ENSG00000262265,21,18,9,2,3,16
ENSG00000262298,0,0,1,0,0,0
ENSG00000262304,0,0,0,0,0,2
ENSG00000262312,15,8,7,3,8,10
ENSG00000262313,4,0,1,1,1,2
ENSG00000262319,2,0,0,0,0,0
ENSG00000262322,0,0,0,0,0,1
ENSG00000262333,6,3,1,3,4,20
ENSG00000262358,0,0,0,0,0,2
ENSG00000262362,1,1,0,0,0,0
ENSG00000262370,26,29,25,16,8,13
ENSG00000262372,4,0,0,1,0,0
ENSG00000262380,35,28,17,18,6,6
ENSG00000262402,13,6,6,9,10,18
ENSG00000262408,4,1,2,0,4,9
ENSG00000262410,1,0,0,0,0,1
ENSG00000262412,9,4,2,3,1,4
ENSG00000262413,226,61,147,95,49,69
ENSG00000262420,60,12,20,6,4,5
ENSG00000262429,11,3,1,8,7,8
ENSG00000262454,0,0,3,2,5,0
ENSG00000262456,25,7,18,10,5,0
ENSG00000262468,30,18,8,2,21,32
ENSG00000262470,1,0,1,1,0,2
ENSG00000262477,0,0,0,0,0,0
ENSG00000262480,2,0,6,1,0,0
ENSG00000262481,1,0,1,0,0,0
ENSG00000262482,0,0,0,0,0,0
ENSG00000262484,5,0,4,0,0,7
ENSG00000262488,0,0,0,0,0,0
ENSG00000262492,0,0,0,0,0,1
ENSG00000262495,0,1,1,1,1,1
ENSG00000262497,0,2,2,4,0,4
ENSG00000262503,4,1,3,0,1,5
ENSG00000262514,17,14,23,14,14,26
ENSG00000262516,1,0,2,0,0,0
ENSG00000262528,2,0,2,1,0,0
ENSG00000262533,10,3,15,25,15,7
ENSG00000262539,1,1,0,0,0,0
ENSG00000262576,0,1,1,1,0,3
ENSG00000262580,330,143,165,114,103,73
ENSG00000262583,4,2,0,1,1,1
ENSG00000262585,0,0,0,0,0,0
ENSG00000262587,26,12,5,4,6,19
ENSG00000262621,11,8,5,16,27,30
ENSG00000262623,0,0,0,0,0,0
ENSG00000262624,3,0,2,4,2,0
ENSG00000262636,1,0,0,0,0,1
ENSG00000262652,9,8,11,11,37,16
ENSG00000262655,69,29,16,37,74,1
ENSG00000262662,1,0,2,0,1,2
ENSG00000262663,3,4,6,3,14,12
ENSG00000262668,0,1,1,2,0,0
ENSG00000262670,0,0,0,0,2,0
ENSG00000262678,2,0,1,0,0,0
ENSG00000262681,0,0,0,0,0,1
ENSG00000262686,0,0,2,1,0,0
ENSG00000262691,4,3,4,0,2,13
ENSG00000262692,0,0,0,2,0,0
ENSG00000262693,1,0,1,0,1,2
ENSG00000262700,1,2,0,0,0,1
ENSG00000262708,0,0,0,0,0,0
ENSG00000262712,3,4,3,7,32,14
ENSG00000262714,9,3,1,0,2,6
ENSG00000262721,1,2,0,0,1,2
ENSG00000262728,4,5,3,4,2,1
ENSG00000262732,13,2,2,2,0,0
ENSG00000262766,82,59,29,29,21,23
ENSG00000262772,6,1,0,0,0,0
ENSG00000262777,0,0,3,4,0,0
ENSG00000262786,0,0,1,0,1,0
ENSG00000262791,3,2,0,0,0,2
ENSG00000262803,12,9,21,15,10,20
ENSG00000262810,1,0,0,4,0,0
ENSG00000262814,29,12,16,17,81,271
ENSG00000262823,0,0,0,3,1,6
ENSG00000262831,46,15,15,20,9,13
ENSG00000262833,0,0,0,0,1,0
ENSG00000262837,13,10,8,2,2,6
ENSG00000262869,1,0,0,2,1,2
ENSG00000262870,1,0,0,0,0,0
ENSG00000262873,11,0,0,0,0,0
ENSG00000262874,0,0,0,1,0,1
ENSG00000262877,0,2,0,0,0,2
ENSG00000262879,191,23,49,39,73,65
ENSG00000262880,0,0,0,0,0,1
ENSG00000262884,3,2,0,2,0,0
ENSG00000262888,0,0,0,0,1,0
ENSG00000262890,0,1,0,0,0,0
ENSG00000262899,1,0,1,0,0,0
ENSG00000262902,3,0,0,0,0,2
